SOURCE,CCCCRIMELABEL,CCCDESCRIP,CCC_LABELDES,NIBRSKEYWORDMATCH,NIBRSOFFENSE,NIBRSAORB,NIBRSCLASSIFICATION,MATCH CORRECTED,MATCHKEYWORD
CCC,SEX OFFENDER,sexual violent offender,SEX OFFENDER sexual violent offender,SEX,SEX OFFENSES,A,PERSON,1,1
CCC,THEFT BY CONV,theft by conversion,THEFT BY CONV theft by conversion,CONVERS,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,ALC UNDER 21,furnish/purchase/possession of alcohol under 21,ALC UNDER 21 furnish/purchase/possession of alcohol under 21,ALC TOBA,LIQUOR AND TOBACCO LAW VIOLATIONS,B,OTHER,1,1
CCC,COMPUTER FORGE,computer forgery,COMPUTER FORGE computer forgery,TECH,COMPUTER CRIME,A OR B,OTHER,1,1
CCC,COMPUTER FRAUD,computer fraud,COMPUTER FRAUD computer fraud,TECH,COMPUTER CRIME,A OR B,OTHER,1,1
CCC,COMPUTER TRESPA,computer trespass,COMPUTER TRESPA computer trespass,TECH,COMPUTER CRIME,A OR B,OTHER,1,1
CCC,COUNTERFEIT SUB,possess/manufacture/sell/distribute counterfeit substance,COUNTERFEIT SUB possess/manufacture/sell/distribute counterfeit substance,COUNTERF,COUNTERFEITING,A,PROPERTY,0,1
CCC,COUNTERFEITING,trademark/copyright/registered design counterfeiting,COUNTERFEITING trademark/copyright/registered design counterfeiting,FRAUD,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,HUNTER SAFETY C,Hunter safety course violation,HUNTER SAFETY C Hunter safety course violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INTERFER W/CUST,interference with custody,INTERFER W/CUST interference with custody,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INTERFERE W/CUS,"interference with custody', 'interference with custody interstate","INTERFERE W/CUS interference with custody', 'interference with custody interstate",OTHER,OTHER,OTHER,OTHER,1,0
CCC,NO COUNTY DECAL,tag - no county decal on,NO COUNTY DECAL tag - no county decal on,OTHER,OTHER,OTHER,OTHER,1,0
CCC,AGG CRUELTY ANM,aggravated cruelty to animals,AGG CRUELTY ANM aggravated cruelty to animals,ANIM,ANIMAL CRUELTY,A,SOCIETY,1,1
CCC,CRU TO CHILD 1,cruelty to children 1st degree,CRU TO CHILD 1 cruelty to children 1st degree,CRUEL,CRUELTY TO CHILDREN,A,PERSON,1,1
CCC,CRUEL TO CHILD,"cruelty to children in the third degree', 'cruelty to children in 3rd degree/3rd or more offense","CRUEL TO CHILD cruelty to children in the third degree', 'cruelty to children in 3rd degree/3rd or more offense",CRUEL,CRUELTY TO CHILDREN,A,PERSON,1,1
CCC,CRUEL/WITN (M),cruelty to children - allow child to witness (misdemeanor),CRUEL/WITN (M) cruelty to children - allow child to witness (misdemeanor),CRUEL,CRUELTY TO CHILDREN,A,PERSON,1,1
CCC,CRUELTY CHILD,cruelty to children,CRUELTY CHILD cruelty to children,CRUEL,CRUELTY TO CHILDREN,A,PERSON,1,1
CCC,CRUELTY TO ANIM,cruelty to animals,CRUELTY TO ANIM cruelty to animals,ANIM,ANIMAL CRUELTY,A,SOCIETY,1,1
CCC,CRUELTY TO CHIL,"cruelty to children-child under 18 present or hears battery/fv', 'cruelty to children - second degree', 'cruelty to children - third degree","CRUELTY TO CHIL cruelty to children-child under 18 present or hears battery/fv', 'cruelty to children - second degree', 'cruelty to children - third degree",CRUEL,CRUELTY TO CHILDREN,A,PERSON,1,1
CCC,CRUELTY TO ELDR,cruelty to person who is 65 years of age or older,CRUELTY TO ELDR cruelty to person who is 65 years of age or older,ASSAULT,ASSAULT OFFENSES,A,PERSON,1,1
CCC,CRUELTY<18 3D D,cruelty to child less than 18yoa pres/hears 3d deg,CRUELTY<18 3D D cruelty to child less than 18yoa pres/hears 3d deg,CRUEL,CRUELTY TO CHILDREN,A,PERSON,1,1
CCC,CRUELTY-ANIMALS,cruelty to animals,CRUELTY-ANIMALS cruelty to animals,CRUEL,CRUELTY TO CHILDREN,A,PERSON,1,1
CCC,FEL CRUELTY CHI,cruelty to children in the third degree felony,FEL CRUELTY CHI cruelty to children in the third degree felony,CRUEL,CRUELTY TO CHILDREN,A,PERSON,1,1
CCC,FELONY CRUELTY,cruelty to children,FELONY CRUELTY cruelty to children,CRUEL,CRUELTY TO CHILDREN,A,PERSON,1,1
CCC,INMATE/CRUELTY,cruelty to inmates,INMATE/CRUELTY cruelty to inmates,ASSAULT,ASSAULT OFFENSES,A,PERSON,1,1
CCC,CURFEW VIO 17,curfew violation by 17 or younger,CURFEW VIO 17 curfew violation by 17 or younger,CURF,TRESPASS OF PERSONAL PROPERTY,B,OTHER,1,1
CCC,CURFEW VIO ALLW,curfew violation allowed by guardian or parent,CURFEW VIO ALLW curfew violation allowed by guardian or parent,CURF,TRESPASS OF PERSONAL PROPERTY,B,OTHER,1,1
CCC,CURFEW VIOL.,"curfew violation', 'curfew violation(juvenile)","CURFEW VIOL. curfew violation', 'curfew violation(juvenile)",CURF,TRESPASS OF PERSONAL PROPERTY,B,OTHER,1,1
CCC,CURFEW VIOLATE,child curfew violation,CURFEW VIOLATE child curfew violation,CURF,TRESPASS OF PERSONAL PROPERTY,B,OTHER,1,1
CCC,CURFEW VIOLATIO,curfew violation,CURFEW VIOLATIO curfew violation,CURF,TRESPASS OF PERSONAL PROPERTY,B,OTHER,1,1
CCC,CRIM-DAMAGE 1ST,criminal damage - 1st degree,CRIM-DAMAGE 1ST criminal damage - 1st degree,DAMAG,TRESPASS OF PERSONAL PROPERTY,B,OTHER,0,1
CCC,CRIM-DAMAGE 2ND,criminal damage - 2nd degree,CRIM-DAMAGE 2ND criminal damage - 2nd degree,DAMAG,TRESPASS OF PERSONAL PROPERTY,B,OTHER,0,1
CCC,DAMAGE GVT PROP,damage government property - accidental,DAMAGE GVT PROP damage government property - accidental,DAMAG,TRESPASS OF PERSONAL PROPERTY,B,OTHER,0,1
CCC,DAMAGE PRI PROP,damage to private property,DAMAGE PRI PROP damage to private property,DAMAG,TRESPASS OF PERSONAL PROPERTY,B,OTHER,0,1
CCC,DAMAGE TO PUBLI,damage to public building,DAMAGE TO PUBLI damage to public building,DAMAG,TRESPASS OF PERSONAL PROPERTY,B,OTHER,0,1
CCC,DOG DAMAGE PROP,dog damage property,DOG DAMAGE PROP dog damage property,DAMAG,TRESPASS OF PERSONAL PROPERTY,B,OTHER,0,1
CCC,MAKE TAG/DECAL,tags or decals - illegal manufacture of,MAKE TAG/DECAL tags or decals - illegal manufacture of,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TRESPASS DAMAGE,criminal trespass damage to property,TRESPASS DAMAGE criminal trespass damage to property,DAMAG,TRESPASS OF PERSONAL PROPERTY,B,OTHER,0,1
CCC,TAMP TC DEVICES,Tampering with traffic signs or signals,TAMP TC DEVICES Tampering with traffic signs or signals,DAMAG,TRESPASS OF PERSONAL PROPERTY,B,OTHER,0,1
CCC,THEFT BY DECEPT,theft by deception,THEFT BY DECEPT theft by deception,DECEPT,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,BATTERY FAM 2ND,battery-family violence 2nd,BATTERY FAM 2ND battery-family violence 2nd,BATT,ASSAULT OFFENSES,A,PERSON,1,1
CCC,DISCHGE-FIREARM,Discharge-firearm on public highway,DISCHGE-FIREARM Discharge-firearm on public highway,WEAP,WEAPONS LAW VIOLATIONS,A,PROPERTY,1,1
CCC,DEFRAUD INNKEEP,Defraud innkeeper,DEFRAUD INNKEEP Defraud innkeeper,DEFRA,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,DEFRAUD STATE,defrauding the state-revenue/tax evasion,DEFRAUD STATE defrauding the state-revenue/tax evasion,DEFRA,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,DEP. ACC FRAUD,deposit account fraud,DEP. ACC FRAUD deposit account fraud,DEFRA,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,CONT. DELINQUEN,ENDANGERING A CHILD/CONT. TO DELINQUEN,CONT. DELINQUEN ENDANGERING A CHILD/CONT. TO DELINQUEN,DELINQ,CONTRIBUTING TO THE DELINQUENCY OF A MINOR,A OR B,OTHER,1,1
CCC,GAMBLING-ADVER,gambling-advertising commercial,GAMBLING-ADVER gambling-advertising commercial,GAMB,GAMBLING PARAPHERNALIA DEVICES EQUIPMENT POSESSION,A,SOCIETY,1,1
CCC,PLUMBING CODE,plumbing code,PLUMBING CODE plumbing code,OTHER,OTHER,OTHER,OTHER,1,0
CCC,DISORDER PLACE,keeping disorderly place,DISORDER PLACE keeping disorderly place,OTHER,OTHER,OTHER,OTHER,1,0
CCC,DOGS AT LARGE,dogs at large,DOGS AT LARGE dogs at large,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FILMING DEVICE,installation of device to film underneath clothing,FILMING DEVICE installation of device to film underneath clothing,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FIREARM DISCHRG,firearm discharge by officer,FIREARM DISCHRG firearm discharge by officer,WEAP,WEAPONS LAW VIOLATIONS,A,PROPERTY,1,1
CCC,HUNT DEER/FIREA,Hunting deer with firearm in a firearm restricted county,HUNT DEER/FIREA Hunting deer with firearm in a firearm restricted county,WEAP,WEAPONS LAW VIOLATIONS,A,PROPERTY,1,1
CCC,IMP DEALER TAG,improper use of dealer tag,IMP DEALER TAG improper use of dealer tag,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INSECURE LOAD (,insecure load (by department of transportation),INSECURE LOAD ( insecure load (by department of transportation),OTHER,OTHER,OTHER,OTHER,1,0
CCC,MISUSE OF TAG,misuse of rabies tag,MISUSE OF TAG misuse of rabies tag,OTHER,OTHER,OTHER,OTHER,1,0
CCC,SEWAGE DISCHARG,prohibited discharge of sewage,SEWAGE DISCHARG prohibited discharge of sewage,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNLAW PRESCRIPT,unlawful prescription/order for dangerous drugs,UNLAW PRESCRIPT unlawful prescription/order for dangerous drugs,OTHER,OTHER,OTHER,OTHER,1,0
CCC,AVOID SECURITY,avoiding/interfering with security measures,AVOID SECURITY avoiding/interfering with security measures,OTHER,OTHER,OTHER,OTHER,1,0
CCC,DUI REFUSE,dui-refusal,DUI REFUSE dui-refusal,OTHER,OTHER,OTHER,OTHER,1,0
CCC,SECURITY AVOID,airport security avoidance/safety hazard,SECURITY AVOID airport security avoidance/safety hazard,OTHER,OTHER,OTHER,OTHER,1,0
CCC,SUPER SPEEDER,"super speeder - speeding 85 mph+, 75 mph+ on two lane","SUPER SPEEDER super speeder - speeding 85 mph+, 75 mph+ on two lane",TRAFF,TRAFFIC VIOLATIONS,A OR B,OTHER,1,0
CCC,HOAX DEVICES,hoax devices,HOAX DEVICES hoax devices,OTHER,OTHER,OTHER,OTHER,1,0
CCC,DIS HOUSE,Disorderly House,DIS HOUSE Disorderly House,OTHER,OTHER,OTHER,OTHER,1,0
CCC,DIS PUB SCHOOL,disruption with operation of public school,DIS PUB SCHOOL disruption with operation of public school,OTHER,OTHER,OTHER,OTHER,1,0
CCC,DISCHARGE FIRE,discharging firearms in the city,DISCHARGE FIRE discharging firearms in the city,DISCH,WEAPONS LAW VIOLATIONS,A,PROPERTY,0,1
CCC,DISCHG FIREARMS,discharging firearms in city limits,DISCHG FIREARMS discharging firearms in city limits,DISCH,WEAPONS LAW VIOLATIONS,A,PROPERTY,0,1
CCC,FIREARMS-DISCHA,"firearms - discharge near highway', 'firearms - discharge on property of another', 'firearms - discharge on sunday","FIREARMS-DISCHA firearms - discharge near highway', 'firearms - discharge on property of another', 'firearms - discharge on sunday",DISCH,WEAPONS LAW VIOLATIONS,A,PROPERTY,0,1
CCC,UNLAWFUL DISCHA,Unlawful discharge of weapon,UNLAWFUL DISCHA Unlawful discharge of weapon,DISCH,WEAPONS LAW VIOLATIONS,A,PROPERTY,0,1
CCC,WEAPONS DISCHGE,discharge of weapons - unlawful,WEAPONS DISCHGE discharge of weapons - unlawful,DISCH,WEAPONS LAW VIOLATIONS,A,PROPERTY,1,1
CCC,DISORDERLY COND,"disorderly conduct', 'disorderly conduct - forest park city","DISORDERLY COND disorderly conduct', 'disorderly conduct - forest park city",DISOR,DISORDERLY CONDUCT,B,OTHER,1,1
CCC,DISORDERLY HOUS,disorderly house,DISORDERLY HOUS disorderly house,DISOR,DISORDERLY CONDUCT,B,OTHER,0,1
CCC,DISPLAY OF PERM,taxi driver did not display driving permit,DISPLAY OF PERM taxi driver did not display driving permit,OTHER,OTHER,OTHER,OTHER,1,0
CCC,DRINKING IN PUB,Drinking in public,DRINKING IN PUB Drinking in public,DISOR,DISORDERLY CONDUCT,B,OTHER,1,1
CCC,DUI 0.08 OR >,"DUI- ALCOHOL 0.08 GM OR MORE, 21 OR OVER","DUI 0.08 OR > DUI- ALCOHOL 0.08 GM OR MORE, 21 OR OVER",DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,1,1
CCC,FIGHTING,Disorderly Conduct/Fighting,FIGHTING Disorderly Conduct/Fighting,DISOR,DISORDERLY CONDUCT,B,OTHER,1,1
CCC,GARBAGE DISPOSE,Violation housing section - garbage disposal,GARBAGE DISPOSE Violation housing section - garbage disposal,OTHER,OTHER,OTHER,OTHER,1,0
CCC,NO INS 2ND,no insurance 2nd offense,NO INS 2ND no insurance 2nd offense,OTHER,OTHER,OTHER,OTHER,1,0
CCC,PASSWORD DISCLO,computer password disclosure,PASSWORD DISCLO computer password disclosure,OTHER,OTHER,OTHER,OTHER,1,0
CCC,PUBLIC DRUNK,"disorderly conduct/public drunkenness', 'public drunk","PUBLIC DRUNK disorderly conduct/public drunkenness', 'public drunk",DISOR,DISORDERLY CONDUCT,B,OTHER,1,1
CCC,RECKLESS COND,reckless conduct,RECKLESS COND reckless conduct,DISOR,DISORDERLY CONDUCT,B,OTHER,1,1
CCC,SMOKING PROHIBT,smoking in public places prohibited,SMOKING PROHIBT smoking in public places prohibited,OTHER,OTHER,OTHER,OTHER,1,0
CCC,D U I,driving under influence,D U I driving under influence,DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,1,1
CCC,DIST UNDER 17,solic person under 17 to distribute,DIST UNDER 17 solic person under 17 to distribute,SOLICITATION,SOLICITATION TO COMMIT FELONY OFFENSE,A OR B,OTHER,1,1
CCC,DISTURB NOISE,noise disturbance,DISTURB NOISE noise disturbance,DISTUR,DISORDERLY CONDUCT,B,OTHER,0,1
CCC,PUBLIC DISTURBA,public disturbance,PUBLIC DISTURBA public disturbance,DISTUR,DISORDERLY CONDUCT,B,OTHER,0,1
CCC,PUBLIC DRINKING,public drinking,PUBLIC DRINKING public drinking,DISTUR,DISORDERLY CONDUCT,B,OTHER,1,0
CCC,PUBLIC DRUNKENE,Public drunkenness,PUBLIC DRUNKENE Public drunkenness,DISTUR,DISORDERLY CONDUCT,B,OTHER,1,0
CCC,DANGEROUS DRUGS,Dangerous drugs,DANGEROUS DRUGS Dangerous drugs,DRUG,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,1,1
CCC,DRUG OBJECTS,use or possession of drug related objects,DRUG OBJECTS use or possession of drug related objects,DRUG,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,0,1
CCC,DRUG REL OBJECT,drug related object-distributed to minor,DRUG REL OBJECT drug related object-distributed to minor,DRUG,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,1,1
CCC,DUI DRUGS,driving under the influence-drugs,DUI DRUGS driving under the influence-drugs,DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,0,1
CCC,D U I ALC/C-2,driving under influence of alcohol/count ii,D U I ALC/C-2 driving under influence of alcohol/count ii,DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,1,1
CCC,DRIVING U I,driving under influence,DRIVING U I driving under influence,DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,1,1
CCC,DRIVING U.I. AL,Driving under influence of alcohol-drugs,DRIVING U.I. AL Driving under influence of alcohol-drugs,DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,1,1
CCC,DUI,driving under the influence of alcohol,DUI driving under the influence of alcohol,DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,0,1
CCC,DUI 2ND,dui 2nd offense,DUI 2ND dui 2nd offense,DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,0,1
CCC,DUI 2ND OFFENSE,dui 2nd offense,DUI 2ND OFFENSE dui 2nd offense,DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,1,1
CCC,DUI 3RD OFFENSE,dui 3rd offense,DUI 3RD OFFENSE dui 3rd offense,DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,1,1
CCC,DUI 4TH - FELNY,dui fourth offense - felony,DUI 4TH - FELNY dui fourth offense - felony,DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,1,1
CCC,DUI ALC 0.08GM,"driving under influence - alcohol 0.08 grams or more, 21 or over","DUI ALC 0.08GM driving under influence - alcohol 0.08 grams or more, 21 or over",DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,1,1
CCC,DUI COMBINE SUB,driving under influence - combine influence of any two or more substa,DUI COMBINE SUB driving under influence - combine influence of any two or more substa,DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,1,1
CCC,DUI GLUE/VAPOR,driving under influence - glue/aerosol/toxic vapor,DUI GLUE/VAPOR driving under influence - glue/aerosol/toxic vapor,DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,1,1
CCC,DUI LESS SAFE,"dui less safe', 'driving under influence of alcohol less safe","DUI LESS SAFE dui less safe', 'driving under influence of alcohol less safe",DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,0,1
CCC,DUI SIGNS REQ,display of warning signs for dui required,DUI SIGNS REQ display of warning signs for dui required,DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,1,1
CCC,DUI UNDER 21,"driving under influence - under 21, 0.02 grams or more","DUI UNDER 21 driving under influence - under 21, 0.02 grams or more",DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,1,1
CCC,DUI-LESS SAFE,dui-alcohol less safe,DUI-LESS SAFE dui-alcohol less safe,DUI,"DRIVING UNDER THE INFLUENCE, COMMON DRUNKARD",B,OTHER,0,1
CCC,EAVESDROPPING D,eavesdropping devices,EAVESDROPPING D eavesdropping devices,EAVESD,EAVESDROPPING,B,OTHER,0,1
CCC,EAVESDROPPING-U,eavesdropping-unlawful,EAVESDROPPING-U eavesdropping-unlawful,EAVESD,EAVESDROPPING,B,OTHER,0,1
CCC,EXC EXHAUST,vehicle emissions - visible,EXC EXHAUST vehicle emissions - visible,OTHER,OTHER,OTHER,OTHER,1,0
CCC,CHILD NEGLECT,child neglect,CHILD NEGLECT child neglect,NEGL,FAMILY OFFENSE,B,OTHER,1,1
CCC,NEGLECT ELDERLY,"nelgect to a disabled adult,elder person or resident","NEGLECT ELDERLY nelgect to a disabled adult,elder person or resident",NEGL,FAMILY OFFENSE,B,OTHER,1,1
CCC,PROH. ELEC TRAN,prohibition on nude or sexually explicit electronic transmissions,PROH. ELEC TRAN prohibition on nude or sexually explicit electronic transmissions,OBSCEN,OBSCENITY,A,OTHER,1,1
CCC,REFLECT REQUIR,reflector requirements,REFLECT REQUIR reflector requirements,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TELECOMM THEFT,telecommunications theft - publication of information,TELECOMM THEFT telecommunications theft - publication of information,THEFT,"THEFT, LARCENY",A,PROPERTY,1,1
CCC,CHILD ENDANGER,child endangerment by driving under influence,CHILD ENDANGER child endangerment by driving under influence,ENDANG,RECKLESS ENDANGERMENT,B,OTHER,0,1
CCC,ENDANGER SECURI,endanger security interest,ENDANGER SECURI endanger security interest,OTHER,OTHER,OTHER,OTHER,1,0
CCC,SPEEDING,speed restrictions-maximum limits,SPEEDING speed restrictions-maximum limits,TRAFF,TRAFFIC VIOLATIONS,A OR B,OTHER,1,0
CCC,ENTERING AUTO,entering automobile,ENTERING AUTO entering automobile,ENTER,"BREAKING AND ENTERING, HOME INVASION",A,PROPERTY,0,1
CCC,IDENT REQUIRED,pawn shop customer identification required,IDENT REQUIRED pawn shop customer identification required,OTHER,OTHER,OTHER,OTHER,1,0
CCC,OWNER NOT IDEN,Truck/tractor unidentified,OWNER NOT IDEN Truck/tractor unidentified,OTHER,OTHER,OTHER,OTHER,1,0
CCC,EVENT W/O PERMT,special event without a permit,EVENT W/O PERMT special event without a permit,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TAXI METER RE,TAXI METER REQUIRED,TAXI METER RE TAXI METER REQUIRED,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TOO NEAR BIKE,motor vehicle passing too close to bicycle,TOO NEAR BIKE motor vehicle passing too close to bicycle,TRAFF,TRAFFIC VIOLATIONS,A OR B,OTHER,1,0
CCC,ENTICE A CHILD,"entic a chld,indec purps,vic is 14,off 18 or young","ENTICE A CHILD entic a chld,indec purps,vic is 14,off 18 or young",ENTICE,ENTICEMENT,A OR B,OTHER,0,1
CCC,ENTICING CHILD,enticing a child for indecent purposes,ENTICING CHILD enticing a child for indecent purposes,ENTICE,ENTICEMENT,A OR B,OTHER,1,1
CCC,ERRATIC LANE,improper/erratic lane change,ERRATIC LANE improper/erratic lane change,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FETICIDE,feticide,FETICIDE feticide,HOMI,"HOMICIDE OFFENSES MURDER AND
NONNEGLIGENT MANSLAUGHTER OR
NEGLIGENT MANSLAUGHTER",A,PERSON,1,1
CCC,VEH FETICIDE 1,vehicular feticide - 1st degree,VEH FETICIDE 1 vehicular feticide - 1st degree,HOMI,"HOMICIDE OFFENSES MURDER AND
NONNEGLIGENT MANSLAUGHTER OR
NEGLIGENT MANSLAUGHTER",A,PERSON,1,1
CCC,VEH FETICIDE 2,vehicular feticide - 2nd degree,VEH FETICIDE 2 vehicular feticide - 2nd degree,HOMI,"HOMICIDE OFFENSES MURDER AND
NONNEGLIGENT MANSLAUGHTER OR
NEGLIGENT MANSLAUGHTER",A,PERSON,1,1
CCC,ENCLOSURE VIO,animal enclosures violation,ENCLOSURE VIO animal enclosures violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FIRE LANE VIO,Fire Lane Violation,FIRE LANE VIO Fire Lane Violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HOURS OPEN VIO,Billiard room - hours open violation,HOURS OPEN VIO Billiard room - hours open violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,NOISE VIOL,noise violation,NOISE VIOL noise violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,ASSIST ESCAPE O,Assisting escape of child,ASSIST ESCAPE O Assisting escape of child,DELINQ,CONTRIBUTING TO THE DELINQUENCY OF A MINOR,A OR B,OTHER,1,1
CCC,ESCAPE,escape,ESCAPE escape,DELINQ,CONTRIBUTING TO THE DELINQUENCY OF A MINOR,A OR B,OTHER,1,1
CCC,ESCAPE-AIDING,escape-aiding,ESCAPE-AIDING escape-aiding,DELINQ,CONTRIBUTING TO THE DELINQUENCY OF A MINOR,A OR B,OTHER,1,1
CCC,FALSE/SCRAP VEH,false statement of title - scrap vehicles,FALSE/SCRAP VEH false statement of title - scrap vehicles,OTHER,OTHER,OTHER,OTHER,1,0
CCC,B/C INSPECTION-,B/c inspection-no request,B/C INSPECTION- B/c inspection-no request,OTHER,OTHER,OTHER,OTHER,1,0
CCC,PRESCRIPTIONS,unlawful prescribing/ordering,PRESCRIPTIONS unlawful prescribing/ordering,OTHER,OTHER,OTHER,OTHER,1,0
CCC,ACC USE/STRUCT,accessory use/structure standards - zoning,ACC USE/STRUCT accessory use/structure standards - zoning,OTHER,OTHER,OTHER,OTHER,1,0
CCC,CRIM POSS INCD,criminal possession of incendiary,CRIM POSS INCD criminal possession of incendiary,EXPLOSIV DESTRUCT,EXPLOSIVES,A,PROPERTY,1,1
CCC,DES DEV/POSS,destructive devices/possession with intent,DES DEV/POSS destructive devices/possession with intent,EXPLOSIV DESTRUCT,EXPLOSIVES,A,PROPERTY,0,1
CCC,DEST POLICE D/H,destroy/cause debilitation injury police dog/horse,DEST POLICE D/H destroy/cause debilitation injury police dog/horse,OTHER,OTHER,OTHER,OTHER,1,0
CCC,DESTRUCT DEVICE,manufacture/transport/distrib./possess/offer explosive device,DESTRUCT DEVICE manufacture/transport/distrib./possess/offer explosive device,EXPLOSIV DESTRUCT,EXPLOSIVES,A,PROPERTY,0,1
